,Date,Close,High,Low,Open,Volume
2,2010-01-04,6.823416233062744,6.9333103333622335,6.773464715746625,6.803435530860793,6263800.0
3,2010-01-05,6.788449287414551,6.853386680669268,6.6985359003884115,6.783453993384775,5996200.0
4,2010-01-06,6.818419933319092,6.873367213557852,6.748487724109682,6.788449122622901,6165600.0
5,2010-01-07,7.048200607299805,7.063186494116196,6.783456133119147,6.783456133119147,6926200.0
6,2010-01-08,6.958287715911865,7.083167248637476,6.883359710449932,7.0182298344548455,5637000.0
7,2010-01-11,7.05819034576416,7.078171049394405,6.933310828980741,7.023224233505619,5671400.0
8,2010-01-12,6.863378047943115,7.023224151496119,6.82841193609287,6.868373342886734,9849400.0
9,2010-01-13,7.088161945343018,7.188065950898225,6.83340806503453,6.85338877087005,7826300.0
10,2010-01-14,6.978266716003418,7.088160334942609,6.8933486164010915,7.0481989323506316,5803100.0
11,2010-01-15,6.803437232971191,6.98825889367302,6.763475818569588,6.933312067965224,7874900.0
12,2010-01-19,6.898344993591309,6.923320516848358,6.65857606402755,6.678556768459733,8136700.0
13,2010-01-20,6.798442840576172,6.82841414354932,6.693543994736704,6.818423550432371,7683500.0
14,2010-01-21,6.62860631942749,6.868374811457085,6.618615727404101,6.828413396118819,9368400.0
15,2010-01-22,6.513716697692871,6.758480478393413,6.4737552835530945,6.633600940112202,9154100.0
16,2010-01-25,6.518712043762207,6.6336009912045375,6.393832504519167,6.6336009912045375,6171300.0
17,2010-01-26,6.41381311416626,6.5436879473338,6.388837111422097,6.483745350196759,6222000.0
18,2010-01-27,6.408816337585449,6.443782447521782,6.25396601382953,6.418806926925842,7591500.0
19,2010-01-28,6.288931846618652,6.488738860845993,6.194023157577542,6.488738860845993,6152800.0
20,2010-01-29,6.303918838500977,6.413812962143966,6.223996012716118,6.338884955687448,7352600.0
21,2010-02-01,6.458767890930176,6.458767890930176,6.323897802300526,6.353869091899611,4483900.0
22,2010-02-02,6.4987311363220215,6.538692549538431,6.373851600926338,6.468759838220904,5560300.0
23,2010-02-03,6.323898792266846,6.528701128059057,6.263956680062606,6.4787496060776375,5976900.0
24,2010-02-04,6.323898792266846,6.448778311786736,6.238980680883115,6.278942089019275,13464900.0
25,2010-02-05,6.4787516593933105,6.588645328407654,6.30891538279951,6.323900796505518,12127900.0
26,2010-02-08,6.2939252853393555,6.548679034272094,6.283934699384909,6.468756252145952,6487100.0
27,2010-02-09,6.393832683563232,6.438789395170055,6.273948436863474,6.368856679739704,10005000.0
28,2010-02-10,6.373852252960205,6.49373650487338,6.243977408532096,6.40881837400713,3429100.0
29,2010-02-11,6.358866214752197,6.418808815677783,6.263957969979062,6.383842219074915,5017700.0
30,2010-02-12,6.4038238525390625,6.4138144462627436,6.243978163981997,6.308915594052737,4772900.0
31,2010-02-16,6.608625888824463,6.623611778568077,6.43379479588162,6.468760919194648,4421200.0
32,2010-02-17,6.7035346031188965,6.778462146155841,6.608625873802552,6.658577886745649,4424500.0
33,2010-02-18,6.863378047943115,6.923320158133912,6.663571013973792,6.663571013973792,5191000.0
34,2010-02-19,6.848391056060791,6.8883524536151075,6.738496974597702,6.843395762272142,4500400.0
35,2010-02-22,6.813426971435547,6.89334979022909,6.788450971468171,6.843397790294337,3401100.0
36,2010-02-23,6.713521957397461,6.833406643855143,6.683551143066169,6.778459356951933,4255600.0
37,2010-02-24,6.89335298538208,6.89335298538208,6.713526083367076,6.748492690079881,4363800.0
38,2010-02-25,6.968277931213379,6.998249229105505,6.733504272920851,6.798441688039109,4946300.0
39,2010-02-26,6.938307285308838,7.038210820181805,6.9333119894707815,6.98326351871845,8049900.0
40,2010-03-01,6.993256568908691,7.043208592094873,6.928319129317775,6.968280557315601,5630000.0
41,2010-03-02,7.0032453536987305,7.053196887594218,6.963283459653595,7.028220882457637,6764400.0
42,2010-03-03,6.993256568908691,7.063189306093786,6.938309724506131,6.993256568908691,5604600.0
43,2010-03-04,7.0132317543029785,7.038207746207231,6.963279770494473,7.018227047959313,4368300.0
44,2010-03-05,7.2979583740234375,7.322934371234327,6.998247836625338,7.058189944104958,5533700.0
45,2010-03-08,7.367892742156982,7.4178447479091,7.292965209906439,7.297960029379545,3082600.0
46,2010-03-09,7.332927703857422,7.457807260250756,7.262994980781182,7.3379225240661015,4133600.0
47,2010-03-10,7.367892742156982,7.427834863232944,7.277979322354224,7.367892742156982,3404800.0
48,2010-03-11,7.4578070640563965,7.467797180588645,7.272985382621736,7.337922331025579,3013800.0
49,2010-03-12,7.5527143478393555,7.5926757616074765,7.4727915203031126,7.4977675230025955,2874400.0
50,2010-03-15,7.537729263305664,7.587680794490905,7.422839836462076,7.502763143838231,3570200.0
51,2010-03-16,7.777497291564941,7.807468589587302,7.547718927985581,7.577690226007942,5046100.0
52,2010-03-17,7.9423370361328125,8.01726455526749,7.767505999359384,7.807467406414885,4893100.0
53,2010-03-18,7.812464237213135,7.947333893444564,7.792483529757455,7.947333893444564,5784900.0
54,2010-03-19,7.777497291564941,7.872406004987732,7.717555171897842,7.777497291564941,5361000.0
55,2010-03-22,7.887392520904541,7.91736382312615,7.672599538053127,7.732541666118657,3763000.0
56,2010-03-23,7.837439060211182,7.942337884024835,7.762511533077544,7.91236706372242,5477500.0
57,2010-03-24,7.932350158691406,7.9872969967148055,7.8024752945876505,7.812465888616129,4129500.0
58,2010-03-25,8.022262573242188,8.212080035751923,7.982301152622572,7.987296449294452,4768700.0
59,2010-03-26,8.04223918914795,8.107176103464846,7.9323451067131145,8.04223918914795,5636200.0
60,2010-03-29,8.072214126586914,8.09718965576573,7.962319987964924,8.087200015747424,4428800.0
61,2010-03-30,8.0122709274292,8.097188091332736,7.977304335854814,8.077207862401075,5245900.0
