File,Line,Column,Type,Value
PLD,2037,High,Spike,50.32626185958132
PLD,2085,High,Spike,54.47159993069285
PLD,2462,High,Spike,77.18984184521803
PLD,2471,High,Spike,76.42935290335456
PLD,2553,High,Spike,81.13917960068132
PLD,2555,High,Spike,74.07904200298118
PLD,2556,High,Spike,76.74833679199219
PLD,2557,High,Spike,79.63498189850561
PLD,2558,High,Spike,82.13903939873023
PLD,2560,High,Spike,75.12240977774778
PLD,2561,High,Spike,70.2794481053041
PLD,2563,High,Spike,68.06228550816532
PLD,2564,High,Spike,63.81057482654591
PLD,2565,High,Spike,68.69961714185303
PLD,2566,High,Spike,63.75493125556114
PLD,2572,High,Spike,62.43108936856137
PLD,2573,High,Spike,66.04314969958656
PLD,2574,High,Spike,68.68208978292908
PLD,2575,High,Spike,71.89085715772524
PLD,2578,High,Spike,67.05138015914598
PLD,2581,High,Spike,70.96156511735134
PLD,2582,High,Spike,75.80103985998872
PLD,2584,High,Spike,81.1314957389224
PLD,2595,High,Spike,81.25424617198703
PLD,2607,High,Spike,74.27553792947292
PLD,2610,High,Spike,76.92323716572791
PLD,2615,High,Spike,79.51831815247111
PLD,2627,High,Spike,82.55178772183466
PLD,2630,High,Spike,86.72263448868726
PLD,2634,High,Spike,81.72094011254599
PLD,2654,High,Spike,87.78120235132127
PLD,2660,High,Spike,93.70914449591548
PLD,2685,High,Spike,92.32418869960595
PLD,2697,High,Spike,87.29489246471361
PLD,2710,High,Spike,96.79618248354004
PLD,2728,High,Spike,93.291975465219
PLD,2732,High,Spike,99.68827207293864
PLD,2733,High,Spike,89.21110377109608
PLD,2740,High,Spike,90.13374539177856
PLD,2761,High,Spike,87.0910451418725
PLD,2770,High,Spike,86.76982445546413
PLD,2784,High,Spike,95.4342985804302
PLD,2842,High,Spike,103.88317540572542
PLD,2936,High,Spike,124.59060579656894
PLD,2942,High,Spike,122.1271410855947
PLD,2961,High,Spike,118.84475237272066
PLD,2964,High,Spike,120.54926845751156
PLD,2967,High,Spike,126.0980029369418
PLD,2970,High,Spike,130.06008132241246
PLD,2999,High,Spike,142.07329830470508
PLD,3007,High,Spike,147.28055832740574
PLD,3012,High,Spike,147.8084986728424
PLD,3016,High,Spike,151.0672498556629
PLD,3018,High,Spike,153.4339399944759
PLD,3022,High,Spike,150.49377795924602
PLD,3023,High,Spike,146.85271974160753
PLD,3024,High,Spike,143.3209041839334
PLD,3026,High,Spike,139.57061617451663
PLD,3032,High,Spike,144.9229686571613
PLD,3047,High,Spike,141.60963025108128
PLD,3049,High,Spike,136.60317015575154
PLD,3053,High,Spike,131.12337643037773
PLD,3058,High,Spike,135.18316886188552
PLD,3073,High,Spike,146.78367511988642
PLD,3079,High,Spike,147.31434421031244
PLD,3080,High,Spike,151.11138421916192
PLD,3094,High,Spike,155.72264547707593
PLD,3095,High,Spike,159.2817712685832
PLD,3098,High,Spike,154.72538928639852
PLD,3101,High,Spike,159.1719573032141
PLD,3102,High,Spike,155.77755475005682
PLD,3103,High,Spike,147.69862899986634
PLD,3104,High,Spike,141.7423732456408
PLD,3107,High,Spike,132.45576551733257
PLD,3108,High,Spike,127.5882596458677
PLD,3109,High,Spike,123.82786233409148
PLD,3110,High,Spike,118.46632587058656
PLD,3111,High,Spike,113.47076892077168
PLD,3112,High,Spike,117.70691227891083
PLD,3116,High,Spike,110.9363777678222
PLD,3122,High,Spike,117.32264288470914
PLD,3130,High,Spike,115.35554549433265
PLD,3131,High,Spike,110.49719775745749
PLD,3132,High,Spike,100.89949962394128
PLD,3134,High,Spike,107.69779518980847
PLD,3135,High,Spike,105.01618705932266
PLD,3138,High,Spike,107.61485606976274
PLD,3140,High,Spike,113.00574889247754
PLD,3143,High,Spike,109.44867766288488
PLD,3153,High,Spike,109.86336009815744
PLD,3155,High,Spike,114.52624524745742
PLD,3163,High,Spike,122.24856819217126
PLD,3180,High,Spike,122.58034117689182
PLD,3185,High,Spike,118.1662250136131
PLD,3188,High,Spike,114.66447253030044
PLD,3191,High,Spike,116.97747829324102
PLD,3195,High,Spike,117.80684254166552
PLD,3196,High,Spike,114.77194079117608
PLD,3197,High,Spike,112.19386459242838
PLD,3198,High,Spike,107.41785987590366
PLD,3199,High,Spike,104.61720170288768
PLD,3209,High,Spike,98.9416542677951
PLD,3213,High,Spike,93.99874045399832
PLD,3220,High,Spike,100.98188001019948
PLD,3221,High,Spike,98.27395222719063
PLD,3225,High,Spike,100.7407555898877
PLD,3226,High,Spike,103.67126748959907
PLD,3232,High,Spike,100.6943979379226
PLD,3237,High,Spike,109.9032341083563
PLD,3239,High,Spike,107.21384940500062
PLD,3249,High,Spike,105.83205440044948
PLD,3250,High,Spike,109.2633242688635
PLD,3259,High,Spike,113.94659410035328
PLD,3261,High,Spike,112.11038269349136
PLD,3262,High,Spike,108.1288982334685
PLD,3263,High,Spike,105.757570405079
PLD,3278,High,Spike,112.97426391745468
PLD,3285,High,Spike,118.01566797779992
PLD,3289,High,Spike,122.22618687902188
PLD,3293,High,Spike,127.59433369422852
PLD,3294,High,Spike,124.00001676962684
PLD,3299,High,Spike,119.85485680597692
PLD,3302,High,Spike,119.08930124846076
PLD,3311,High,Spike,114.45868109808744
PLD,3318,High,Spike,113.72113939324709
PLD,3331,High,Spike,112.84001050879507
PLD,3333,High,Spike,117.44803419372704
PLD,3352,High,Spike,118.2285776594914
PLD,3355,High,Spike,118.70818007884232
PLD,3382,High,Spike,114.0343402533708
PLD,3398,High,Spike,116.63219405428232
PLD,3402,High,Spike,120.221895949339
PLD,3407,High,Spike,119.71991937238911
PLD,3409,High,Spike,120.4492058134627
PLD,3414,High,Spike,120.14613064305708
PLD,3453,High,Spike,110.61515707600172
PLD,3460,High,Spike,104.08144727364822
PLD,3471,High,Spike,103.19439864130564
PLD,3472,High,Spike,99.70338653221128
PLD,3482,High,Spike,100.60953017947386
PLD,3483,High,Spike,103.39469520630756
PLD,3490,High,Spike,104.87312842136753
PLD,3502,High,Spike,112.99971808774232
PLD,3508,High,Spike,116.87225616838568
PLD,3510,High,Spike,123.45363742457968
PLD,3511,High,Spike,131.1701132280531
PLD,3546,High,Spike,125.50903726628914
PLD,3551,High,Spike,125.7394185691782
PLD,3584,High,Spike,122.95611187443
PLD,3587,High,Spike,120.79966593904985
PLD,3590,High,Spike,118.05334521579736
PLD,3594,High,Spike,112.09652382534772
PLD,3595,High,Spike,107.8223076078226
PLD,3596,High,Spike,102.78415532995302
PLD,3607,High,Spike,104.51511436997536
PLD,3622,High,Spike,102.62942443438472
PLD,3625,High,Spike,104.11862701925844
PLD,3626,High,Spike,107.01001756479424
PLD,3634,High,Spike,112.16421575050704
PLD,3635,High,Spike,109.69832100603251
PLD,3641,High,Spike,110.36139629649855
PLD,3653,High,Spike,117.8813733882594
PLD,3657,High,Spike,125.97682733742312
PLD,3659,High,Spike,120.72940898782602
PLD,3660,High,Spike,124.1138926234732
